,Unnamed: 0,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
119,150,Love Hina,Love Hina,ラブひな,TV,Manga,Production I.G,Comedy,Xebec,24.0,23 min per ep,PG-13 - Teens 13 or older,7.23,104267.0,2739.0,473.0,1470.0,Unknown,Spring,2000
120,154,Maburaho,Maburaho,まぶらほ,TV,Light novel,Kadokawa Shoten,Magic,J.C.Staff,24.0,24 min per ep,R+ - Mild Nudity,6.91,38122.0,3987.0,1248.0,236.0,Tuesdays at 18:00 (JST),Fall,2003
121,156,Onegai☆Teacher,Please Teacher!,おねがい☆ティーチャー,TV,Original,Bandai Visual,Romance,Daume,12.0,23 min per ep,PG-13 - Teens 13 or older,7.29,70677.0,2519.0,779.0,828.0,Thursdays at Unknown,Winter,2002
122,157,Onegai☆Twins,Please Twins,おねがい☆ツインズ,TV,Original,Bandai Visual,Harem,Daume,12.0,25 min per ep,PG-13 - Teens 13 or older,6.97,40297.0,3778.0,1337.0,172.0,Unknown,Summer,2003
123,158,Rizelmine,Rizeru Main,りぜるまいん,TV,Manga,m.o.e.,Ecchi,Madhouse,24.0,15 min per ep,R+ - Mild Nudity,6.61,8192.0,5324.0,2917.0,45.0,Unknown,Spring,2002
124,159,Speed Grapher,Speed Grapher,スピードグラファー,TV,Original,TV Asahi,Mystery,Gonzo,24.0,23 min per ep,R+ - Mild Nudity,7.42,30851.0,1985.0,1135.0,552.0,Unknown,Spring,2005
126,163,Wolf's Rain,Wolf's Rain,ウルフズレイン,TV,Original,Bandai Visual,Sci-Fi,Bones,26.0,23 min per ep,PG-13 - Teens 13 or older,7.89,94639.0,730.0,386.0,5064.0,Tuesdays at 02:10 (JST),Winter,2003
128,165,Samurai Champloo,Samurai Champloo,サムライチャンプルー,TV,Original,Victor Entertainment,Historical,Manglobe,26.0,24 min per ep,R - 17+ (violence & profanity),8.5,324698.0,108.0,68.0,21300.0,Saturdays at 10:30 (JST),Spring,2004
129,166,Lodoss-tou Senki: Eiyuu Kishi Den,Record of Lodoss War: Chronicles of the Heroic Knight,ロードス島戦記　英雄騎士伝,TV,Novel,Kadokawa Shoten,Magic,AIC,27.0,24 min per ep,PG-13 - Teens 13 or older,7.22,7887.0,2787.0,2848.0,102.0,Wednesdays at 18:00 (JST),Spring,1998
130,169,Ranma ½,Ranma ½,らんま1/2,TV,Manga,Shogakukan Productions,Shounen,Studio Deen,161.0,24 min per ep,R+ - Mild Nudity,7.84,63538.0,831.0,643.0,2932.0,Unknown,Spring,1989
131,177,Kidou Senkan Nadesico,Martian Successor Nadesico,機動戦艦ナデシコ,TV,Original,Starchild Records,Action,Xebec,26.0,23 min per ep,PG-13 - Teens 13 or older,7.57,14147.0,1454.0,2059.0,371.0,Tuesdays at 18:30 (JST),Fall,1996
132,179,Mezzo DSA,Maiso,メゾ,TV,Original,Studio Pierrot,Mystery,Arms,13.0,25 min per ep,R+ - Mild Nudity,6.74,6184.0,4724.0,3424.0,26.0,Unknown,Winter,2004
133,180,Dragon Ball,Dragon Ball,ドラゴンボール,TV,Manga,Fuji TV,Shounen,Toei Animation,153.0,24 min per ep,PG-13 - Teens 13 or older,8.14,312333.0,382.0,99.0,9545.0,Wednesdays at 19:00 (JST),Winter,1986
134,181,Dragon Ball GT,Dragon Ball GT,ドラゴンボールGT,TV,Manga,Fuji TV,Comedy,Toei Animation,64.0,23 min per ep,PG-13 - Teens 13 or older,6.65,223329.0,5110.0,210.0,1359.0,Wednesdays at 19:00 (JST),Winter,1996
135,182,Elfen Lied,Elfen Lied,エルフェンリート,TV,Manga,VAP,Drama,Arms,13.0,25 min per ep,R+ - Mild Nudity,7.72,549257.0,1067.0,18.0,20990.0,Sundays at 22:30 (JST),Summer,2004
136,184,Jigoku Shoujo,Hell Girl,地獄少女,TV,Original,Aniplex,Supernatural,Studio Deen,26.0,25 min per ep,R - 17+ (violence & profanity),7.73,88662.0,1040.0,357.0,2955.0,Unknown,Fall,2005
137,185,Ninin ga Shinobuden,Ninja Nonsense,ニニンがシノブ伝,TV,Manga,Toshiba Entertainment,Parody,ufotable,12.0,24 min per ep,R - 17+ (violence & profanity),6.99,12628.0,3708.0,2448.0,131.0,Saturdays at 00:30 (JST),Summer,2004
138,186,Air Master,Air Master,エアマスター,TV,Manga,VAP,Martial Arts,Toei Animation,27.0,24 min per ep,R - 17+ (violence & profanity),7.09,11151.0,3307.0,2417.0,132.0,Unknown,Spring,2003
139,187,Cardcaptor Sakura,Cardcaptor Sakura,カードキャプターさくら,TV,Manga,NHK,School,Madhouse,70.0,25 min per ep,PG - Children,8.21,129042.0,312.0,318.0,10388.0,Tuesdays at 18:00 (JST),Spring,1998
141,189,Dan Doh!!,Dando,ダンドー,TV,Manga,TV Tokyo,Adventure,Tokyo Kids,26.0,24 min per ep,G - All Ages,6.74,1203.0,4704.0,6495.0,4.0,Unknown,Spring,2004
142,191,E's Otherwise,E's Otherwise,エスアザーワイズ,TV,Manga,Sotsu,Drama,Studio Pierrot,26.0,23 min per ep,PG-13 - Teens 13 or older,6.7,5622.0,4876.0,3520.0,27.0,Tuesdays at 18:00 (JST),Spring,2003
143,192,Koukyoushihen Eureka Seven,Eureka Seven,交響詩篇エウレカセブン,TV,Original,Aniplex,Drama,Bones,50.0,24 min per ep,PG-13 - Teens 13 or older,8.14,133989.0,391.0,224.0,8324.0,Sundays at 07:00 (JST),Spring,2005
144,193,Gankutsuou,Gankutsuou: The Count of Monte Cristo,巌窟王,TV,Novel,GDH,Drama,Gonzo,24.0,24 min per ep,R - 17+ (violence & profanity),8.2,45028.0,318.0,666.0,2893.0,Tuesdays at 02:12 (JST),Fall,2004
145,194,Genshiken,Genshiken,げんしけん,TV,Manga,Genco,Slice of Life,Palm Studio,12.0,25 min per ep,PG-13 - Teens 13 or older,7.71,55702.0,1088.0,745.0,1220.0,Sundays at Unknown,Fall,2004
146,195,Girls Bravo: First Season,Girls Bravo,GIRLSブラボー first season,TV,Manga,Lantis,Comedy,AIC Spirits,11.0,23 min per ep,R+ - Mild Nudity,6.59,53617.0,5387.0,934.0,297.0,Unknown,Summer,2004
147,196,Gokusen,The Gokusen,ごくせん,TV,Manga,VAP,School,Madhouse,13.0,23 min per ep,R - 17+ (violence & profanity),7.46,14226.0,1808.0,2397.0,180.0,Unknown,Winter,2004
148,197,Great Teacher Onizuka,Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,TV,Manga,Aniplex,Shounen,Studio Pierrot,43.0,25 min per ep,R - 17+ (violence & profanity),8.73,202638.0,36.0,153.0,15205.0,Wednesdays at 19:30 (JST),Summer,1999
149,198,Groove Adventure Rave,Rave Master,レイヴ,TV,Manga,TBS,Adventure,Studio Deen,51.0,24 min per ep,PG-13 - Teens 13 or older,7.38,27373.0,2150.0,1286.0,359.0,Unknown,Fall,2001
151,200,InuYasha,InuYasha,犬夜叉,TV,Manga,Yomiuri Telecasting,Shounen,Sunrise,167.0,24 min per ep,PG-13 - Teens 13 or older,7.91,194384.0,687.0,149.0,13185.0,Mondays at 19:00 (JST),Fall,2000
152,201,Konjiki no Gash Bell!!,Zatch Bell!,金色のガッシュベル!!,TV,Manga,Yomiko Advertising,Supernatural,Toei Animation,150.0,23 min per ep,PG-13 - Teens 13 or older,7.63,32062.0,1288.0,1250.0,911.0,Sundays at 09:00 (JST),Spring,2003
153,202,Kyou kara Maou!,King From Now On!,今日からマ王！,TV,Light novel,NHK,Adventure,Studio Deen,78.0,25 min per ep,PG-13 - Teens 13 or older,7.83,25994.0,846.0,1268.0,1347.0,Unknown,Spring,2004
154,203,Madlax,Madrux,マドラックス,TV,Original,Victor Entertainment,Military,Bee Train,26.0,24 min per ep,PG-13 - Teens 13 or older,7.12,10087.0,3203.0,2267.0,139.0,Tuesdays at 01:30 (JST),Spring,2004
155,204,Jungle wa Itsumo Hare nochi Guu,Haré+Guu,ジャングルはいつもハレのちグゥ,TV,Manga,Bandai Visual,Comedy,Shin-Ei Animation,26.0,23 min per ep,PG-13 - Teens 13 or older,7.92,10809.0,673.0,2503.0,376.0,Tuesdays at 18:00 (JST),Spring,2001
156,208,Happy☆Lesson (TV),HAPPY☆LESSON,HAPPY☆LESSON,TV,Manga,KSS,Romance,Studio Hibari,13.0,23 min per ep,PG-13 - Teens 13 or older,6.75,9425.0,4667.0,2844.0,21.0,Unknown,Spring,2002
157,209,Happy☆Lesson: Advance,HAPPY☆LESSON ADVANCE,HAPPY☆LESSON ADVANCE,TV,Manga,KSS,Romance,Studio Hibari,13.0,24 min per ep,PG-13 - Teens 13 or older,6.93,5188.0,3904.0,3721.0,8.0,Unknown,Summer,2003
158,211,Hajime no Ippo,Fighting Spirit,はじめの一歩 THE FIGHTING!,TV,Manga,VAP,Sports,Madhouse,75.0,23 min per ep,PG-13 - Teens 13 or older,8.79,128562.0,29.0,313.0,11764.0,Tuesdays at 00:50 (JST),Fall,2000
159,214,Gungrave,Gungrave,ガングレイヴ,TV,Game,Tohokushinsha Film Corporation,Action,Madhouse,26.0,25 min per ep,R - 17+ (violence & profanity),7.93,49372.0,655.0,764.0,2035.0,Unknown,Fall,2003
160,216,Bleach,Bleach,BLEACH - ブリーチ -,TV,Manga,TV Tokyo,Comedy,Studio Pierrot,366.0,24 min per ep,PG-13 - Teens 13 or older,7.89,465028.0,713.0,22.0,42878.0,Tuesdays at 18:00 (JST),Fall,2004
161,217,Hellsing,Hellsing,Hellsing [ヘルシング],TV,Manga,Fuji TV,Seinen,Gonzo,13.0,23 min per ep,R - 17+ (violence & profanity),7.59,233260.0,1393.0,134.0,5062.0,Unknown,Fall,2001
162,218,Gad Guard,Gadgard,ガドガード,TV,Original,Hal Film Maker,Shounen,Gonzo,26.0,25 min per ep,PG-13 - Teens 13 or older,6.76,3420.0,4610.0,3938.0,16.0,Thursdays at 02:58 (JST),Spring,2003
163,219,Noir,Noir,ノワール,TV,Original,Victor Entertainment,Mystery,Bee Train,26.0,24 min per ep,PG-13 - Teens 13 or older,7.37,29334.0,2196.0,1140.0,763.0,Fridays at 01:15 (JST),Spring,2001
164,220,Mahoutsukai ni Taisetsu na Koto,Someday's Dreamers,魔法遣いに大切なこと,TV,Manga,Rondo Robe,Drama,J.C.Staff,12.0,24 min per ep,PG-13 - Teens 13 or older,6.82,5478.0,4334.0,2960.0,34.0,Unknown,Winter,2003
165,221,Kiddy Grade,Kiddy Grade,キディ・グレイド,TV,Original,gimik,Sci-Fi,Gonzo,24.0,23 min per ep,R+ - Mild Nudity,7.27,14758.0,2581.0,2081.0,261.0,Unknown,Fall,2002
166,222,Love♥Love?,Love♥Love?,LOVE♥LOVE?,TV,Original,m.o.e.,Harem,Imagin,9.0,15 min per ep,R+ - Mild Nudity,5.99,8043.0,7740.0,3101.0,16.0,Unknown,Spring,2004
167,223,Mahoromatic: Automatic Maiden,Mahoromatic: Automatic Maiden,まほろまてぃっく,TV,Manga,TBS,Military,Gainax,12.0,24 min per ep,R+ - Mild Nudity,7.25,20564.0,2668.0,1772.0,181.0,Unknown,Fall,2001
168,224,Mahoromatic 2,Mahoromatic ~Something More Beautiful~,まほろまてぃっく  ~もっと美しいもの~,TV,Manga,Pioneer LDC,Ecchi,Gainax,14.0,24 min per ep,R+ - Mild Nudity,7.24,13244.0,2708.0,2530.0,43.0,Unknown,Fall,2002
169,225,Viewtiful Joe,Beauty Joe,ビューティフル ジョー,TV,Game,TV Tokyo,Sci-Fi,Group TAC,51.0,20 min per ep,PG-13 - Teens 13 or older,6.84,3254.0,4266.0,4441.0,25.0,Saturdays at 07:00 (JST),Fall,2004
170,226,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Requiem from the Darkness,京極夏彦　巷説百物語,TV,Novel,Tokyo Movie Shinsha,Psychological,TMS Entertainment,13.0,24 min per ep,R - 17+ (violence & profanity),7.21,7009.0,2823.0,2511.0,102.0,Saturdays at 01:35 (JST),Fall,2003
171,227,Animal Yokochou,Animal Lane,アニマル横町,TV,Manga,TV Tokyo,Adventure,Studio Gallop,51.0,23 min per ep,G - All Ages,6.97,387.0,3752.0,7531.0,7.0,Tuesdays at 18:00 (JST),Fall,2005
172,229,Angel Heart,Angel Heart,エンジェル・ハート,TV,Manga,Aniplex,Romance,TMS Entertainment,50.0,23 min per ep,PG-13 - Teens 13 or older,7.34,3681.0,2301.0,3665.0,57.0,Tuesdays at Unknown,Fall,2005
174,231,Area 88 (TV),Area 88,エリア８８,TV,Manga,TV Asahi,Romance,Group TAC,12.0,25 min per ep,PG-13 - Teens 13 or older,7.1,3794.0,3275.0,4028.0,55.0,Unknown,Winter,2004
176,233,B'T X,B`t X Beat X,B`T X　ビート・エックス,TV,Manga,Tokyo Movie Shinsha,Adventure,TMS Entertainment,25.0,22 min per ep,PG-13 - Teens 13 or older,7.14,3538.0,3110.0,4452.0,46.0,Saturdays at 17:30 (JST),Spring,1996
177,234,Bakuten Shoot Beyblade,Beyblade,爆転シュート　ベイブレード,TV,Manga,d-rights,Sports,Madhouse,51.0,23 min per ep,PG - Children,6.8,42088.0,4411.0,1376.0,301.0,Mondays at 18:00 (JST),Winter,2001
178,235,Comic Party,Comic Party,こみっくパーティー,TV,Visual novel,KSS,Comedy,OLM,13.0,24 min per ep,PG-13 - Teens 13 or older,6.64,6213.0,5152.0,3341.0,27.0,Unknown,Spring,2001
179,236,Seikai no Monshou,Crest of the Stars,星界の紋章,TV,Light novel,Bandai Visual,Sci-Fi,Sunrise,13.0,26 min per ep,PG-13 - Teens 13 or older,7.77,13723.0,960.0,2122.0,373.0,Unknown,Winter,1999
180,237,Dear Boys,Hoop Days,ディア・ボーイズ,TV,Manga,OB Planning,Sports,A.C.G.T.,26.0,24 min per ep,PG-13 - Teens 13 or older,6.94,7357.0,3860.0,3275.0,45.0,Unknown,Spring,2003
181,238,Divergence Eve 2: Misaki Chronicles,Misaki Chronicle: Divergence Eve,みさきクロニクル 〜ダイバージェンス・イヴ〜,TV,Original,Imagica,Mecha,Radix,13.0,24 min per ep,PG-13 - Teens 13 or older,6.35,1876.0,6409.0,5027.0,9.0,Saturdays at 00:30 (JST),Winter,2004
182,239,Dragon Drive,Dragon Drive,ドラゴンドライブ,TV,Manga,Bandai Visual,Sci-Fi,Madhouse,38.0,25 min per ep,PG - Children,6.82,6952.0,4317.0,3100.0,45.0,Thursdays at 18:00 (JST),Summer,2002
183,240,Grenadier: Hohoemi no Senshi,Grenadier: The Beautiful Warrior,グレネーダー 〜ほほえみの閃士〜,TV,Manga,Shochiku,Ecchi,Group TAC,12.0,25 min per ep,PG-13 - Teens 13 or older,6.79,20859.0,4462.0,1842.0,66.0,Unknown,Fall,2004
186,247,Abenobashi Mahou☆Shoutengai,Magical☆Shopping Arcade Abenobashi,アベノ橋魔法☆商店街,TV,Original,Dentsu,Fantasy,Gainax,13.0,24 min per ep,R+ - Mild Nudity,7.33,25406.0,2333.0,1463.0,280.0,Unknown,Spring,2002
188,249,Zettai Shounen,Absolute boy,絶対少年,TV,Original,Bandai Visual,Mystery,Ajia-Do,26.0,25 min per ep,PG-13 - Teens 13 or older,6.99,2688.0,3720.0,3430.0,51.0,Saturdays at 08:06 (JST),Spring,2005
189,250,Akahori Gedou Hour Rabuge,Akahori's Heretical Hour Love Game,あかほり外道アワーらぶげ,TV,Original,Lantis,Parody,Radix,13.0,24 min per ep,PG-13 - Teens 13 or older,6.23,1015.0,6903.0,5698.0,7.0,Unknown,Summer,2005
191,252,Ace wo Nerae!,Aim for Ace!,エースをねらえ!,TV,Manga,Tokyo Movie Shinsha,Romance,Madhouse,26.0,24 min per ep,PG-13 - Teens 13 or older,7.04,1530.0,3496.0,4764.0,44.0,Unknown,Fall,1973
192,258,Hand Maid May,Hand Maid Mei,HAND MAID メイ,TV,Original,Geneon Universal Entertainment,Harem,TNK,10.0,23 min per ep,PG-13 - Teens 13 or older,6.81,10747.0,4374.0,2762.0,35.0,Wednesdays at 18:30 (JST),Summer,2000
193,261,Paradise Kiss,Paradise Kiss,Paradise kiss,TV,Manga,Aniplex,Josei,Madhouse,12.0,24 min per ep,R - 17+ (violence & profanity),7.89,55443.0,726.0,862.0,2151.0,Fridays at 00:35 (JST),Fall,2005
194,262,Mousou Dairinin,Paranoia Agent,妄想代理人,TV,Original,WOWOW,Drama,Madhouse,13.0,24 min per ep,R+ - Mild Nudity,7.72,83102.0,1079.0,435.0,3075.0,Saturdays at 00:00 (JST),Winter,2004
195,263,Kidou Keisatsu Patlabor: On Television,Patlabor: The Mobile Police - The TV Series,機動警察パトレイバー ON TELEVISION,TV,Original,Tohokushinsha Film Corporation,Police,Sunrise,47.0,25 min per ep,PG-13 - Teens 13 or older,7.72,5812.0,1073.0,2727.0,287.0,Unknown,Fall,1989
196,264,Petshop of Horrors,Pet Shop of Horrors,Pet Shop of Horrors (ペットショップ・オブ・ホラーズ),TV,Manga,Trans Arts,Horror,Madhouse,4.0,22 min per ep,R - 17+ (violence & profanity),7.35,21726.0,2278.0,1908.0,287.0,Unknown,Winter,1999
198,266,Piano (TV),Piano: The Melody of a Young Girl's Heart,PIANO,TV,Original,animate Film,Romance,OLM,10.0,24 min per ep,G - All Ages,6.06,2442.0,7542.0,4645.0,6.0,Mondays at 20:00 (JST),Fall,2002
199,267,Planetes,Planetes,プラネテス,TV,Manga,Bandai Visual,Drama,Sunrise,26.0,25 min per ep,PG-13 - Teens 13 or older,8.35,49279.0,207.0,625.0,3033.0,Saturdays at 08:05 (JST),Fall,2003
200,268,Midori no Hibi,Midori Days,美鳥の日々,TV,Manga,Bandai Visual,Ecchi,Studio Pierrot,13.0,24 min per ep,R+ - Mild Nudity,7.38,64075.0,2155.0,847.0,531.0,Unknown,Spring,2004
201,269,Mahoujin Guruguru,Magical Circle Guru Guru,魔法陣グルグル,TV,Manga,Dentsu,Comedy,Nippon Animation,45.0,23 min per ep,G - All Ages,7.72,2128.0,1077.0,4551.0,60.0,Thursdays at 19:30 (JST),Fall,1994
202,270,Dokidoki♡Densetsu: Mahoujin Guruguru,Magical Circle Guru Guru 2,ドキドキ♡伝説 魔法陣グルグル,TV,Manga,TV Tokyo,Shounen,Nippon Animation,38.0,23 min per ep,G - All Ages,7.36,931.0,2228.0,6675.0,10.0,Tuesdays at 18:00 (JST),Spring,2000
204,272,Marmalade Boy,Marmalade Boy,ママレード・ボーイ,TV,Manga,Asahi Broadcasting,Comedy,Toei Animation,76.0,24 min per ep,PG-13 - Teens 13 or older,7.61,12916.0,1345.0,2214.0,474.0,Sundays at 08:30 (JST),Spring,1994
205,273,Matantei Loki Ragnarok,Mythical Detective Loki Ragnarok,魔探偵ロキ RAGNAROK,TV,Manga,TV Tokyo,Mystery,Studio Deen,26.0,24 min per ep,PG-13 - Teens 13 or older,7.37,12495.0,2189.0,2318.0,198.0,Unknown,Spring,2003
206,274,Ginyuu Mokushiroku Meine Liebe,Bard Revelation Meinelebe,吟遊黙示録 マイネリーベ,TV,Visual novel,Rondo Robe,Fantasy,Bee Train,13.0,24 min per ep,PG-13 - Teens 13 or older,6.5,3177.0,5780.0,3862.0,30.0,Thursdays at 22:30 (JST),Fall,2004
207,275,Psychic Academy,Psychic Academy,サイキックアカデミー煌羅万象,TV,Manga,Starchild Records,Comedy,E&G Films,24.0,11 min per ep,PG-13 - Teens 13 or older,6.31,3826.0,6605.0,4163.0,8.0,Unknown,Spring,2002
208,276,Versailles no Bara,The Rose of Versailles,ベルサイユのばら,TV,Manga,Nippon Television Network,Shoujo,Tokyo Movie Shinsha,40.0,24 min per ep,PG-13 - Teens 13 or older,8.37,15390.0,196.0,1695.0,1831.0,Wednesdays at 19:00 (JST),Fall,1979
209,277,Serial Experiments Lain,Serial Experiments Lain,シリアルエクスペリメンツレイン,TV,Original,TV Tokyo,Mystery,Triangle Staff,13.0,23 min per ep,R - 17+ (violence & profanity),8.01,129678.0,558.0,229.0,11332.0,Tuesdays at 01:15 (JST),Summer,1998
210,278,Mutsu Enmei Ryuu Gaiden: Shura no Toki,Time of Shura,陸奥圓明流外伝 修羅の刻,TV,Manga,TV Tokyo,Martial Arts,Studio Comet,26.0,23 min per ep,R - 17+ (violence & profanity),7.64,7540.0,1266.0,3083.0,120.0,Tuesdays at 18:00 (JST),Spring,2004
211,279,Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,スパイラル -推理の絆-,TV,Manga,TV Tokyo,Mystery,J.C.Staff,25.0,23 min per ep,PG-13 - Teens 13 or older,7.33,18058.0,2368.0,1897.0,303.0,Tuesdays at 18:00 (JST),Fall,2002
212,280,Starship Operators,Starship Operators,スターシップ・オペレーターズ,TV,Light novel,Geneon Universal Entertainment,Sci-Fi,J.C.Staff,13.0,24 min per ep,PG-13 - Teens 13 or older,7.05,4064.0,3487.0,3691.0,37.0,Wednesdays at 18:00 (JST),Winter,2005
214,282,Futatsu no Spica,Twin Spica,ふたつのスピカ,TV,Manga,NHK,Supernatural,Group TAC,20.0,25 min per ep,PG-13 - Teens 13 or older,7.44,2796.0,1866.0,4515.0,61.0,Saturdays at 09:00 (JST),Fall,2003
215,283,Eikoku Koi Monogatari Emma,Emma: A Victorian Romance,英國戀物語エマ,TV,Manga,Pony Canyon,Slice of Life,Studio Pierrot,12.0,25 min per ep,G - All Ages,7.75,11051.0,987.0,2155.0,217.0,Unknown,Spring,2005
217,285,Wild Arms: Twilight Venom,Wild Arms,ワイルドアームズ トワイライトヴェノム,TV,Game,Aniplex,Vampire,Bee Train,22.0,24 min per ep,PG-13 - Teens 13 or older,6.72,2232.0,4829.0,4991.0,15.0,Mondays at 19:00 (JST),Fall,1999
218,286,Binzume Yousei,Bottle Fairy,瓶詰妖精,TV,Original,Hal Film Maker,Fantasy,Xebec,13.0,13 min per ep,G - All Ages,6.51,6173.0,5727.0,3385.0,50.0,Saturdays at Unknown,Fall,2003
220,288,Ojamajo Doremi,Magical DoReMi,おジャ魔女どれみ,TV,Original,Asahi Broadcasting,Comedy,Toei Animation,51.0,24 min per ep,G - All Ages,7.22,12815.0,2791.0,2378.0,325.0,Sundays at 08:30 (JST),Winter,1999
221,289,Ojamajo Doremi Sharp,Oja Witch Doremi #,おジャ魔女どれみ＃,TV,Original,Asahi Broadcasting,Comedy,Toei Animation,49.0,24 min per ep,G - All Ages,7.37,5821.0,2197.0,3737.0,49.0,Sundays at 08:30 (JST),Winter,2000
222,290,Motto! Ojamajo Doremi,More! Useless Witch Doremi,も〜っと！おジャ魔女どれみ,TV,Original,Asahi Broadcasting,Fantasy,Toei Animation,50.0,24 min per ep,G - All Ages,7.34,5820.0,2322.0,3653.0,78.0,Unknown,Winter,2001
223,291,Ojamajo Doremi Dokkaan!,Useless Witch Doremi Kaboom!,おジャ魔女どれみドッカ〜ン！,TV,Original,Asahi Broadcasting,Shoujo,Toei Animation,51.0,24 min per ep,G - All Ages,7.59,3886.0,1408.0,4160.0,101.0,Unknown,Winter,2002
224,292,UG☆Ultimate Girls,Ultimate Girls,UG☆アルティメットガール,TV,Unknown,m.o.e.,Sci-Fi,Studio Matrix,12.0,13 min per ep,R+ - Mild Nudity,5.67,2704.0,8564.0,4591.0,4.0,Unknown,Winter,2005
225,293,Shakugan no Shana,Shakugan no Shana: Season I,灼眼のシャナ,TV,Light novel,Geneon Universal Entertainment,School,J.C.Staff,24.0,24 min per ep,PG-13 - Teens 13 or older,7.63,190060.0,1294.0,166.0,5249.0,Thursdays at 00:45 (JST),Fall,2005
226,294,Fate/stay night,Fate/stay night,Fate/stay night,TV,Visual novel,Geneon Universal Entertainment,Supernatural,Studio Deen,24.0,24 min per ep,R - 17+ (violence & profanity),7.49,296268.0,1696.0,86.0,6098.0,Saturdays at 01:30 (JST),Winter,2006
227,298,Himiko-den,Legend of Himiko,火魅子伝,TV,Game,Rakuonsha,Adventure,Group TAC,12.0,23 min per ep,PG-13 - Teens 13 or older,6.31,1481.0,6588.0,5517.0,3.0,Thursdays at 01:45 (JST),Winter,1999
228,302,Gallery Fake,Gallery fake,ギャラリーフェイク,TV,Manga,TV Tokyo,Mystery,TMS Entertainment,37.0,25 min per ep,PG-13 - Teens 13 or older,7.57,2255.0,1449.0,4112.0,49.0,Unknown,Winter,2005
229,307,Boogiepop wa Warawanai: Boogiepop Phantom,Boogiepop Phantom,ブギーポップは笑わない Boogiepop Phantom,TV,Light novel,VAP,Supernatural,Madhouse,12.0,24 min per ep,R+ - Mild Nudity,7.22,18467.0,2765.0,1367.0,570.0,Thursdays at 01:45 (JST),Winter,2000
230,308,Burn Up Excess,Burn Up Excess,バーンナップEXCESS,TV,Original,AIC,Sci-Fi,Magic Bus,13.0,25 min per ep,PG-13 - Teens 13 or older,6.64,3256.0,5150.0,4409.0,17.0,Unknown,Winter,1998
231,313,Bannou Bunka Neko-Musume (1998),All Purpose Cultural Cat Girl Nuku Nuku TV,万能文化猫娘,TV,Original,Movic,Sci-Fi,Production Reed,12.0,23 min per ep,PG-13 - Teens 13 or older,6.62,1888.0,5241.0,5230.0,6.0,Wednesdays at 18:00 (JST),Winter,1998
232,317,Heppoko Jikken Animation Excel♥Saga,Excel Saga,へっぽこ実験アニメーション エクセル♥サーガ,TV,Manga,Victor Entertainment,Comedy,J.C.Staff,26.0,24 min per ep,R - 17+ (violence & profanity),7.55,36136.0,1516.0,1127.0,883.0,Fridays at 01:45 (JST),Fall,1999
233,321,Galaxy Angel,Galaxy Angel,ギャラクシーエンジェル,TV,Game,Bandai Visual,Sci-Fi,Madhouse,24.0,13 min per ep,PG-13 - Teens 13 or older,7.1,8395.0,3284.0,2838.0,158.0,Sundays at 00:30 (JST),Spring,2001
234,322,Gantz,Gantz,ガンツ,TV,Manga,Fuji TV,Ecchi,Gonzo,13.0,22 min per ep,R+ - Mild Nudity,7.17,116369.0,2987.0,372.0,2034.0,Unknown,Spring,2004
235,323,Gilgamesh,Gilgamesh,ギルガメッシュ,TV,Manga,Kansai Telecasting,Sci-Fi,Group TAC,26.0,23 min per ep,R - 17+ (violence & profanity),6.74,8302.0,4710.0,2314.0,156.0,Unknown,Fall,2003
